Calculation_617274644642918406,Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category,Calculation_617274644912177162
,Furniture,Jonesboro,United States,HL-15040,Hunter Lopez,0,1/20/2014,US-2014-147627,72401,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",11.58,4,South,1124,38.6,Consumer,1/26/2014,Standard Class,Arkansas,Furnishings,Profitable
0.1,Office Supplies,Westland,United States,XP-21865,Xylona Preis,0.1,1/20/2014,CA-2014-167927,48185,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",93.5816,4,Central,6330,247.716,Consumer,1/26/2014,Standard Class,Michigan,Appliances,Profitable
,Office Supplies,Westland,United States,XP-21865,Xylona Preis,0,1/20/2014,CA-2014-167927,48185,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,12.7368,3,Central,6332,43.92,Consumer,1/26/2014,Standard Class,Michigan,Art,Profitable
,Office Supplies,Westland,United States,XP-21865,Xylona Preis,0,1/20/2014,CA-2014-167927,48185,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",8.9535,5,Central,6329,19.05,Consumer,1/26/2014,Standard Class,Michigan,Binders,Profitable
,Office Supplies,Westland,United States,XP-21865,Xylona Preis,0,1/20/2014,CA-2014-167927,48185,OFF-BI-10004364,Storex Dura Pro Binders,13.365,5,Central,6334,29.7,Consumer,1/26/2014,Standard Class,Michigan,Binders,Profitable
,Office Supplies,Westland,United States,XP-21865,Xylona Preis,0,1/20/2014,CA-2014-167927,48185,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,4.0542,1,Central,6327,13.98,Consumer,1/26/2014,Standard Class,Michigan,Storage,Profitable
,Office Supplies,Westland,United States,XP-21865,Xylona Preis,0,1/20/2014,CA-2014-167927,48185,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,15.9792,2,Central,6331,66.58,Consumer,1/26/2014,Standard Class,Michigan,Storage,Profitable
,Office Supplies,Jonesboro,United States,HL-15040,Hunter Lopez,0,1/20/2014,US-2014-147627,72401,OFF-AR-10003811,Newell 327,1.7901,3,South,1125,6.63,Consumer,1/26/2014,Standard Class,Arkansas,Art,Profitable
,Office Supplies,Jonesboro,United States,HL-15040,Hunter Lopez,0,1/20/2014,US-2014-147627,72401,OFF-AR-10002375,Newell 351,6.6584,7,South,1123,22.96,Consumer,1/26/2014,Standard Class,Arkansas,Art,Profitable
,Office Supplies,Jonesboro,United States,HL-15040,Hunter Lopez,0,1/20/2014,US-2014-147627,72401,OFF-EN-10001539,Staple envelope,10.9698,3,South,1126,23.34,Consumer,1/26/2014,Standard Class,Arkansas,Envelopes,Profitable
0.7,Office Supplies,Smyrna,United States,MM-18280,Muhammed MacIntyre,0.7,1/20/2014,US-2014-147774,37167,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,-51.5154,1,South,7121,67.194,Corporate,1/26/2014,Standard Class,Tennessee,Binders,Unprofitable
,Technology,Jonesboro,United States,HL-15040,Hunter Lopez,0,1/20/2014,US-2014-147627,72401,TEC-PH-10001061,Apple iPhone 5C,181.9818,7,South,1122,699.93,Consumer,1/26/2014,Standard Class,Arkansas,Phones,Profitable
0.2,Furniture,Miami,United States,TB-21400,Tom Boeckenhauer,0.2,1/21/2014,CA-2014-110422,33180,FUR-FU-10001889,Ultra Door Pull Handle,4.1028,3,South,9990,25.248,Consumer,1/23/2014,Second Class,Florida,Furnishings,Profitable
,Office Supplies,Lafayette,United States,SG-20605,Speros Goranitis,0,1/23/2014,CA-2014-146997,47905,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",0,3,Central,9887,5.94,Consumer,1/27/2014,Standard Class,Indiana,Fasteners,Break Even
,Office Supplies,Las Vegas,United States,IM-15055,Ionia McGrath,0,1/23/2014,CA-2014-102645,89115,OFF-PA-10001804,Xerox 195,19.2384,6,West,9156,40.08,Consumer,1/28/2014,Standard Class,Nevada,Paper,Profitable
,Furniture,Rapid City,United States,CA-11965,Carol Adams,0,1/26/2014,CA-2014-167997,57701,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",39.7488,2,Central,8151,141.96,Corporate,1/29/2014,First Class,South Dakota,Bookcases,Profitable
,Office Supplies,Rapid City,United States,CA-11965,Carol Adams,0,1/26/2014,CA-2014-167997,57701,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,5.0196,2,Central,8150,10.68,Corporate,1/29/2014,First Class,South Dakota,Binders,Profitable
,Furniture,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,4.4712,3,South,2584,12.42,Home Office,1/31/2014,Standard Class,Virginia,Furnishings,Profitable
,Furniture,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",30.7818,3,South,2579,62.82,Home Office,1/31/2014,Standard Class,Virginia,Furnishings,Profitable
,Office Supplies,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",9.3312,3,South,2581,19.44,Home Office,1/31/2014,Standard Class,Virginia,Paper,Profitable
,Office Supplies,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",8.34,2,South,2582,16.68,Home Office,1/31/2014,Standard Class,Virginia,Paper,Profitable
,Office Supplies,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",0,8,South,2580,489.92,Home Office,1/31/2014,Standard Class,Virginia,Storage,Break Even
,Technology,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,TEC-PH-10002103,Jabra SPEAK 410,52.6344,2,South,2585,187.98,Home Office,1/31/2014,Standard Class,Virginia,Phones,Profitable
,Technology,Alexandria,United States,SD-20485,Shirley Daniels,0,1/26/2014,US-2014-155502,22304,TEC-PH-10004833,Macally Suction Cup Mount,0,13,South,2583,155.35,Home Office,1/31/2014,Standard Class,Virginia,Phones,Break Even
0.2,Furniture,San Diego,United States,EJ-13720,Ed Jacobs,0.2,1/27/2014,US-2014-117163,92037,FUR-TA-10003469,Balt Split Level Computer Training Table,-16.65,3,West,3796,333,Consumer,2/2/2014,Standard Class,California,Tables,Unprofitable
,Office Supplies,San Diego,United States,EJ-13720,Ed Jacobs,0,1/27/2014,US-2014-117163,92037,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,12.0252,4,West,3797,36.44,Consumer,2/2/2014,Standard Class,California,Art,Profitable
,Office Supplies,San Diego,United States,EJ-13720,Ed Jacobs,0,1/27/2014,US-2014-117163,92037,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,14.3075,1,West,3795,57.23,Consumer,2/2/2014,Standard Class,California,Storage,Profitable
0.2,Office Supplies,New York City,United States,JC-15340,Jasper Cacioppo,0.2,1/28/2014,CA-2014-100328,10024,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.3257,1,East,3084,3.928,Consumer,2/3/2014,Standard Class,New York,Binders,Profitable
,Office Supplies,Detroit,United States,MV-18190,Mike Vittorini,0,1/30/2014,CA-2014-134103,48234,OFF-PA-10001204,Xerox 1972,4.752,2,Central,6388,10.56,Consumer,2/4/2014,Standard Class,Michigan,Paper,Profitable
,Office Supplies,Detroit,United States,MV-18190,Mike Vittorini,0,1/30/2014,CA-2014-134103,48234,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,6.8982,2,Central,6389,229.94,Consumer,2/4/2014,Standard Class,Michigan,Storage,Profitable
0.15,Furniture,Mission Viejo,United States,LC-17050,Liz Carlisle,0.15,1/31/2014,CA-2014-115161,92691,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",3.419600000,2,West,3366,290.666,Consumer,2/2/2014,First Class,California,Bookcases,Profitable
,Technology,Green Bay,United States,BD-11500,Bradley Drucker,0,2/1/2014,CA-2014-140795,54302,TEC-AC-10001432,Enermax Aurora Lite Keyboard,206.316,6,Central,541,468.9,Consumer,2/3/2014,First Class,Wisconsin,Accessories,Profitable
,Office Supplies,San Diego,United States,CD-12790,Cynthia Delaney,0,2/2/2014,CA-2014-139857,92037,OFF-FA-10001843,Staples,5.8045,5,West,1704,12.35,Home Office,2/6/2014,Standard Class,California,Fasteners,Profitable
0.7,Office Supplies,Saint Petersburg,United States,EB-13930,Eric Barreto,0.7,2/2/2014,CA-2014-123400,33710,OFF-BI-10000666,Surelock Post Binders,-12.224,2,South,9138,18.336,Consumer,2/9/2014,Standard Class,Florida,Binders,Unprofitable
0.2,Technology,Saint Petersburg,United States,EB-13930,Eric Barreto,0.2,2/2/2014,CA-2014-123400,33710,TEC-PH-10002890,AT&T 17929 Lendline Telephone,13.572,5,South,9139,180.96,Consumer,2/9/2014,Standard Class,Florida,Phones,Profitable
0.2,Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,0.2,2/3/2014,CA-2014-111059,98105,OFF-BI-10002827,Avery Durable Poly Binders,4.3134,3,West,1519,13.272,Consumer,2/6/2014,Second Class,Washington,Binders,Profitable
0.2,Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,0.2,2/3/2014,CA-2014-111059,98105,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,27.248,2,West,1518,83.84,Consumer,2/6/2014,Second Class,Washington,Binders,Profitable
0.2,Office Supplies,Escondido,United States,MH-17440,Mark Haberlin,0.2,2/4/2014,CA-2014-104808,92025,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",6.0368,2,West,8585,17.248,Corporate,2/8/2014,Second Class,California,Binders,Profitable
0.2,Office Supplies,San Diego,United States,DB-13270,Deborah Brumfield,0.2,2/4/2014,CA-2014-107181,92024,OFF-BI-10004230,GBC Recycled Grain Textured Covers,29.0136,3,West,1544,82.896,Home Office,2/8/2014,Standard Class,California,Binders,Profitable
,Office Supplies,San Diego,United States,DB-13270,Deborah Brumfield,0,2/4/2014,CA-2014-107181,92024,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",16.0928,4,West,1545,34.24,Home Office,2/8/2014,Standard Class,California,Paper,Profitable
,Office Supplies,Chesapeake,United States,ND-18460,Neil Ducich,0,2/6/2014,CA-2014-131905,23320,OFF-LA-10002787,Avery 480,7.2,4,South,1998,15,Corporate,2/9/2014,First Class,Virginia,Labels,Profitable
,Technology,Chesapeake,United States,ND-18460,Neil Ducich,0,2/6/2014,CA-2014-131905,23320,TEC-PH-10003645,Aastra 57i VoIP phone,42.0186,1,South,1999,161.61,Corporate,2/9/2014,First Class,Virginia,Phones,Profitable
,Technology,Chesapeake,United States,ND-18460,Neil Ducich,0,2/6/2014,CA-2014-131905,23320,TEC-PH-10001615,AT&T CL82213,42.0355,5,South,2000,144.95,Corporate,2/9/2014,First Class,Virginia,Phones,Profitable
0.8,Office Supplies,Romeoville,United States,DL-13315,Delfina Latchford,0.8,2/6/2014,CA-2014-108182,60441,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",-14.7708,2,Central,8981,8.952,Consumer,2/10/2014,Second Class,Illinois,Binders,Unprofitable
,Office Supplies,New York City,United States,CS-12250,Chris Selesnick,0,2/7/2014,US-2014-169390,10024,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,9.744,4,East,8736,64.96,Corporate,2/10/2014,Second Class,New York,Storage,Profitable
,Technology,Linden,United States,CK-12760,Cyma Kinney,0,2/7/2014,CA-2014-107755,7036,TEC-AC-10000710,Maxell DVD-RAM Discs,49.6048,7,East,850,115.36,Corporate,2/12/2014,Standard Class,New Jersey,Accessories,Profitable
,Furniture,North Las Vegas,United States,NM-18445,Nathan Mautz,0,2/8/2014,CA-2014-125759,89031,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",5.5328,2,West,9267,14.56,Home Office,2/9/2014,First Class,Nevada,Furnishings,Profitable
,Furniture,Columbia,United States,GA-14725,Guy Armstrong,0,2/11/2014,CA-2014-168368,65203,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",15.2225,1,Central,9255,60.89,Consumer,2/15/2014,Second Class,Missouri,Chairs,Profitable
,Furniture,Columbia,United States,GA-14725,Guy Armstrong,0,2/11/2014,CA-2014-168368,65203,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",53.2704,3,Central,9258,332.94,Consumer,2/15/2014,Second Class,Missouri,Furnishings,Profitable
,Furniture,Chesapeake,United States,NF-18385,Natalie Fritzler,0,2/11/2014,CA-2014-127614,23320,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,75.373200000,6,South,5632,1256.22,Consumer,2/15/2014,Standard Class,Virginia,Tables,Profitable
,Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,0,2/11/2014,CA-2014-168368,65203,OFF-BI-10004654,VariCap6 Expandable Binder,24.393,3,Central,9259,51.9,Consumer,2/15/2014,Second Class,Missouri,Binders,Profitable
,Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,0,2/11/2014,CA-2014-168368,65203,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4.4344,2,Central,9257,9.64,Consumer,2/15/2014,Second Class,Missouri,Binders,Profitable
,Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,0,2/11/2014,CA-2014-168368,65203,OFF-LA-10004853,Avery 483,6.8724,3,Central,9256,14.94,Consumer,2/15/2014,Second Class,Missouri,Labels,Profitable
,Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,0,2/11/2014,CA-2014-168368,65203,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,2.5984,2,Central,9260,64.96,Consumer,2/15/2014,Second Class,Missouri,Storage,Profitable
